# t [tau_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
1.05859e+02	4.65501e-02	1.39691e-02	1.29270	4.35320	4.41310e-05
1.06229e+02	4.65563e-02	1.38235e-02	2.77695	1.21592	4.41310e-05
1.06600e+02	4.65525e-02	1.37072e-02	4.37369	4.21351	4.41310e-05
1.06970e+02	4.65544e-02	1.38556e-02	5.98104	0.87762	4.41310e-05
1.07340e+02	4.65447e-02	1.39328e-02	1.49643	3.59898	4.41310e-05
1.07710e+02	4.65582e-02	1.36937e-02	3.38905	6.19765	4.41310e-05
1.08080e+02	4.65642e-02	1.38893e-02	5.38758	2.36277	4.41310e-05
1.08450e+02	4.65658e-02	1.39303e-02	1.07448	4.79930	4.41310e-05
1.08820e+02	4.65600e-02	1.36478e-02	3.27375	0.68962	4.41310e-05
1.09191e+02	4.65570e-02	1.40154e-02	5.57272	2.73495	4.41310e-05
1.09561e+02	4.65572e-02	1.37655e-02	1.66644	4.65664	4.41310e-05
1.09931e+02	4.65514e-02	1.36994e-02	4.14582	0.15696	4.41310e-05
1.10301e+02	4.65771e-02	1.41121e-02	0.33347	1.90917	4.41310e-05
1.10671e+02	4.65670e-02	1.34370e-02	3.02046	3.41088	4.41310e-05
1.11041e+02	4.65496e-02	1.38336e-02	5.80313	4.78910	4.41310e-05
1.11411e+02	4.65418e-02	1.37755e-02	2.41348	6.01095	4.41310e-05
1.11781e+02	4.65645e-02	1.37468e-02	5.37252	0.84806	4.41310e-05
1.12152e+02	4.65648e-02	1.34101e-02	2.03905	1.93828	4.41310e-05
1.12522e+02	4.65607e-02	1.37621e-02	5.21221	2.77101	4.41310e-05
1.12892e+02	4.65516e-02	1.35736e-02	2.19564	3.48236	4.41310e-05
1.13262e+02	4.65577e-02	1.38540e-02	5.54844	4.06216	4.41310e-05
1.13632e+02	4.65508e-02	1.36778e-02	2.70463	4.51858	4.41310e-05
1.14002e+02	4.65697e-02	1.37959e-02	6.26573	4.81772	4.41310e-05
1.14372e+02	4.65591e-02	1.32308e-02	3.59516	5.02850	4.41310e-05
1.14743e+02	4.65643e-02	1.37171e-02	0.96826	5.16577	4.41310e-05
1.15113e+02	4.65811e-02	1.37117e-02	4.84133	5.04405	4.41310e-05
1.15483e+02	4.65355e-02	1.38405e-02	2.46453	4.85187	4.41310e-05
1.15853e+02	4.65752e-02	1.40981e-02	0.18566	4.52547	4.41310e-05
1.16223e+02	4.65443e-02	1.35925e-02	4.29022	4.06267	4.41310e-05
1.16593e+02	4.65566e-02	1.33326e-02	2.24523	3.43903	4.41310e-05
1.16963e+02	4.65868e-02	1.39988e-02	0.25013	2.72032	4.41310e-05
1.17334e+02	4.65807e-02	1.33144e-02	4.69299	1.81080	4.41310e-05
1.17704e+02	4.65478e-02	1.33759e-02	2.78919	0.92646	4.41310e-05
1.18074e+02	4.65677e-02	1.35826e-02	1.05928	6.11681	4.41310e-05
1.18444e+02	4.65627e-02	1.35833e-02	5.76164	4.84837	4.41310e-05
1.18814e+02	4.65512e-02	1.34308e-02	4.24137	3.47412	4.41310e-05
1.19184e+02	4.65633e-02	1.32729e-02	2.82125	1.96360	4.41310e-05
1.19554e+02	4.65472e-02	1.34922e-02	1.52129	0.29725	4.41310e-05
1.19924e+02	4.65743e-02	1.38910e-02	0.27308	4.82632	4.41310e-05
1.20295e+02	4.65567e-02	1.35475e-02	5.43984	2.91297	4.41310e-05
1.20665e+02	4.65501e-02	1.33477e-02	4.38402	0.89411	4.41310e-05
1.21035e+02	4.65617e-02	1.31913e-02	3.44001	5.01110	4.41310e-05
